movie_id,title,genres,release_year,imdb_id,tmdb_id,wikidata_id,wikidata_label,wikidata_description,release_date,countries,languages,directors,screenwriters,cast_members,series,wikidata_genres
33836,Bewitched (2005),Comedy|Fantasy|Romance,2005,tt0374536,9722,,,,,,,,,,,
33847,Home Movie (2001),Documentary,2001,tt0275408,47924,,,,,,,,,,,
33880,Me and You and Everyone We Know (2005),Comedy|Drama,2005,tt0415978,1382,,,,,,,,,,,
33896,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,2004,tt0420251,33908,,,,,,,,,,,
33903,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,2004,tt0408777,276,,,,,,,,,,,
33919,Coronado (2003),Action|Adventure|War,2003,tt0337945,25426,,,,,,,,,,,
33966,Cop and ½ (1993),Comedy,1993,tt0106613,12574,,,,,,,,,,,
34004,Desert Saints (2002),Action|Thriller,2002,tt0167116,2095,,,,,,,,,,,
34018,At the Circus (1939),Comedy|Musical,1939,tt0031060,22553,,,,,,,,,,,
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,2005,tt0407304,74,,,,,,,,,,,
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,2005,tt0428803,1667,,,,,,,,,,,
34111,"God Who Wasn't There, The (2005)",Documentary,2005,tt0455507,13014,,,,,,,,,,,
34135,Bonjour Monsieur Shlomi (Ha-Kochavim Shel Shlomi) (2003),Comedy|Drama,2003,tt0380485,78344,,,,,,,,,,,
34143,Dark Water (2005),Drama|Horror|Thriller,2005,tt0382628,9009,,,,,,,,,,,
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama,2005,tt0411270,1553,,,,,,,,,,,
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi,2005,tt0120667,9738,,,,,,,,,,,
34153,Murderball (2005),Documentary,2005,tt0436613,14278,,,,,,,,,,,
34155,Saraband (2003),Drama,2003,tt0299478,55650,,,,,,,,,,,
34162,Wedding Crashers (2005),Comedy|Romance,2005,tt0396269,9522,,,,,,,,,,,
34164,Happy Endings (2005),Comedy|Drama,2005,tt0361693,14922,,,,,,,,,,,
34170,C.H.O.M.P.S. (1979),Comedy|Sci-Fi,1979,tt0078924,77593,,,,,,,,,,,
34198,Russian Dolls (Les poupées russes) (2005),Comedy|Romance,2005,tt0409184,1826,,,,,,,,,,,
34229,"Big Sky, The (1952)",Drama|Western,1952,tt0044419,43367,,,,,,,,,,,
34271,Hustle & Flow (2005),Crime|Drama,2005,tt0410097,10476,,,,,,,,,,,
34292,Hardware (1990),Action|Horror|Sci-Fi,1990,tt0099740,11309,,,,,,,,,,,
34306,Journey Into Fear (1943),Drama|Film-Noir|War,1943,tt0034922,21366,,,,,,,,,,,
34319,"Island, The (2005)",Action|Sci-Fi|Thriller,2005,tt0399201,1635,,,,,,,,,,,
34321,Bad News Bears (2005),Children|Comedy,2005,tt0408524,13341,,,,,,,,,,,
34323,"Devil's Rejects, The (2005)",Action|Crime|Horror,2005,tt0395584,1696,,,,,,,,,,,
34326,Last Days (2005),Drama,2005,tt0403217,1665,,,,,,,,,,,
34330,November (2004),Drama|Mystery,2004,tt0368089,9775,,,,,,,,,,,
34332,Sky High (2005),Action|Adventure|Children|Comedy,2005,tt0405325,11459,,,,,,,,,,,
34334,Stealth (2005),Action|Adventure|Sci-Fi|Thriller,2005,tt0382992,10048,,,,,,,,,,,
34336,Must Love Dogs (2005),Comedy|Romance,2005,tt0417001,11648,,,,,,,,,,,
34338,"Aristocrats, The (2005)",Comedy|Documentary,2005,tt0436078,15258,,,,,,,,,,,
34405,Serenity (2005),Action|Adventure|Sci-Fi,2005,tt0379786,16320,,,,,,,,,,,
34435,Sholay (1975),Action|Adventure|Comedy|Musical|Romance|Thriller,1975,tt0073707,12259,,,,,,,,,,,
34437,Broken Flowers (2005),Comedy|Drama,2005,tt0412019,308,,,,,,,,,,,
34450,Miracles - Mr. Canton and Lady Rose (1989),Action|Comedy|Crime|Drama,1989,tt0098019,25074,,,,,,,,,,,
34469,Baby Face (1933),Drama,1933,tt0023775,27449,,,,,,,,,,,
34482,"Browning Version, The (1951)",Drama,1951,tt0043362,39946,,,,,,,,,,,
34488,14 Hours (Fourteen Hours) (1951),Drama|Film-Noir|Thriller,1951,tt0043560,54139,,,,,,,,,,,
34505,Whispering Corridors (Yeogo Goedam) (1998),Drama|Horror,1998,tt0241073,40254,,,,,,,,,,,
34511,Man-Thing (2005),Action|Horror|Sci-Fi,2005,tt0290747,18882,,,,,,,,,,,
34520,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy,2005,tt0377818,6519,,,,,,,,,,,
34523,The Chumscrubber (2005),Comedy|Drama,2005,tt0406650,13919,,,,,,,,,,,
34526,Secuestro Express (2004),Action|Drama|Thriller,2004,tt0371939,25956,,,,,,,,,,,
34528,Junebug (2005),Comedy|Drama,2005,tt0418773,1444,,,,,,,,,,,
34530,Deuce Bigalow: European Gigolo (2005),Comedy,2005,tt0367652,11453,,,,,,,,,,,
34532,"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller,2005,tt0397101,9913,,,,,,,,,,,
34534,Four Brothers (2005),Action|Crime|Drama,2005,tt0430105,8292,,,,,,,,,,,
34536,The Great Raid (2005),Action|Drama|War,2005,tt0326905,13922,,,,,,,,,,,
34542,Grizzly Man (2005),Documentary,2005,tt0427312,501,,,,,,,,,,,
34552,"Girl in the Café, The (2005)",Drama|Romance,2005,tt0443518,28201,,,,,,,,,,,
34583,Prime Cut (1972),Action|Crime|Drama,1972,tt0069121,27292,,,,,,,,,,,
34696,Dirty Money (Un flic) (1972),Crime|Drama,1972,tt0067900,42741,,,,,,,,,,,
34767,My Date with Drew (2004),Comedy|Documentary|Romance,2004,tt0378407,25975,,,,,,,,,,,
34811,Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller,2004,tt0396184,11328,,,,,,,,,,,
35015,Duma (2005),Adventure|Drama,2005,tt0361715,15907,,,,,,,,,,,
35331,Doomed to Die (1940),Crime|Drama|Mystery|Thriller,1940,tt0032404,22965,,,,,,,,,,,
35347,Animal Farm (1954),Animation|Drama,1954,tt0047834,11848,,,,,,,,,,,
35386,Winter Soldier (1972),Documentary|War,1972,tt0204058,34921,,,,,,,,,,,
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,2005,tt0405422,6957,,,,,,,,,,,
35843,Who Killed Bambi? (Qui a tué Bambi?) (2003),Drama|Thriller,2003,tt0326036,1917,,,,,,,,,,,
35957,Red Eye (2005),Horror|Thriller,2005,tt0421239,11460,,,,,,,,,,,
36086,Dilwale Dulhania Le Jayenge (1995),Comedy|Musical|Romance,1995,tt0112870,19404,,,,,,,,,,,
36264,My Cousin Rachel (1952),Drama|Mystery|Romance,1952,tt0044937,94529,,,,,,,,,,,
36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller,2005,tt0387898,445,,,,,,,,,,,
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy,1999,tt0133385,9564,,,,,,,,,,,
36326,Strings (2004),Adventure|Fantasy,2004,tt0374248,21290,,,,,,,,,,,
36363,Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi,1986,tt0091341,20874,,,,,,,,,,,
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,2005,tt0361089,14175,,,,,,,,,,,
36401,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,2005,tt0355295,4442,,,,,,,,,,,
36509,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,2005,tt0402901,9042,,,,,,,,,,,
36511,Undiscovered (2005),Comedy|Drama|Romance,2005,tt0434424,17926,,,,,,,,,,,
36517,"Constant Gardener, The (2005)",Drama|Thriller,2005,tt0387131,1985,,,,,,,,,,,
36519,Transporter 2 (2005),Action|Crime|Thriller,2005,tt0388482,9335,,,,,,,,,,,
36523,Margaret Cho: Assassin (2005),Comedy,2005,tt0462333,56214,,,,,,,,,,,
36525,Just Like Heaven (2005),Comedy|Fantasy|Romance,2005,tt0425123,9007,,,,,,,,,,,
36527,Proof (2005),Drama,2005,tt0377107,9777,,,,,,,,,,,
36529,Lord of War (2005),Action|Crime|Drama|Thriller|War,2005,tt0399295,1830,,,,,,,,,,,
36531,Venom (2005),Horror|Thriller,2005,tt0428251,7182,,,,,,,,,,,
36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller,2005,tt0384286,10092,,,,,,,,,,,
36535,Everything Is Illuminated (2005),Comedy|Drama,2005,tt0404030,340,,,,,,,,,,,
36537,Thumbsucker (2005),Comedy|Drama,2005,tt0318761,1546,,,,,,,,,,,
36541,HellBent (2004),Horror|Thriller,2004,tt0356159,47488,,,,,,,,,,,
36850,Police Story 2 (Ging chaat goo si juk jaap) (1988),Action|Comedy|Crime|Thriller,1988,tt0095403,10753,,,,,,,,,,,
37240,Why We Fight (2005),Documentary,2005,tt0436971,14286,,,,,,,,,,,
37269,Will Penny (1968),Romance|Western,1968,tt0063811,1676,,,,,,,,,,,
37277,200 Motels (1971),Comedy|Musical,1971,tt0066732,27645,,,,,,,,,,,
37380,Doom (2005),Action|Horror|Sci-Fi,2005,tt0419706,8814,,,,,,,,,,,
37382,Domino (2005),Crime|Drama|Thriller,2005,tt0421054,9923,,,,,,,,,,,
37384,Waiting... (2005),Comedy,2005,tt0348333,7553,,,,,,,,,,,
37386,Aeon Flux (2005),Action|Sci-Fi,2005,tt0402022,8202,,,,,,,,,,,
37475,"Unfinished Life, An (2005)",Drama,2005,tt0350261,1947,,,,,,,,,,,
37477,"Man, The (2005)",Action|Comedy|Crime,2005,tt0399327,9074,,,,,,,,,,,
37495,Survive Style 5+ (2004),Fantasy|Mystery|Romance|Thriller,2004,tt0430651,16133,,,,,,,,,,,
37626,It's a Gift (1934),Comedy,1934,tt0025318,28001,,,,,,,,,,,
37720,"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller,2005,tt0404032,8643,,,,,,,,,,,
37727,Flightplan (2005),Action|Drama|Thriller,2005,tt0408790,9315,,,,,,,,,,,
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,2005,tt0121164,3933,,,,,,,,,,,
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,2005,tt0385002,8923,,,,,,,,,,,
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,2005,tt0399146,59,,,,,,,,,,,
37736,Oliver Twist (2005),Drama,2005,tt0380599,257,,,,,,,,,,,
37739,"Greatest Game Ever Played, The (2005)",Drama,2005,tt0388980,15487,,,,,,,,,,,
37741,Capote (2005),Crime|Drama,2005,tt0379725,398,,,,,,,,,,,
37830,Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,2004,tt0385700,647,,,,,,,,,,,
37837,Côte d'Azur (Crustacés et coquillages) (2005),Comedy|Musical|Romance,2005,tt0428430,349,,,,,,,,,,,
37853,Into the Blue (2005),Action|Adventure|Crime|Thriller,2005,tt0378109,11968,,,,,,,,,,,
37855,"Prize Winner of Defiance Ohio, The (2005)",Drama,2005,tt0406158,27176,,,,,,,,,,,
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy,2005,tt0366780,14517,,,,,,,,,,,
37955,Innocence (2004),Drama|Fantasy|Mystery,2004,tt0375233,33623,,,,,,,,,,,
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,2005,tt0312004,533,,,,,,,,,,,
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,2005,tt0373469,5236,,,,,,,,,,,
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,2005,tt0456912,11344,,,,,,,,,,,
38097,Dumplings (Gaau ji) (2004),Drama|Horror|Thriller,2004,tt0472458,9060,,,,,,,,,,,
38159,"Short Film About Love, A (Krótki film o milosci) (1988)",Drama|Romance,1988,tt0095467,31056,,,,,,,,,,,
38198,Darwin's Nightmare (2004),Documentary,2004,tt0424024,10700,,,,,,,,,,,
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,2005,tt0402057,5471,,,,,,,,,,,
38304,No Direction Home: Bob Dylan (2005),Documentary,2005,tt0367555,19082,,,,,,,,,,,
38320,Valerie and Her Week of Wonders (Valerie a týden divu) (1970),Adventure|Drama|Fantasy,1970,tt0066516,46315,,,,,,,,,,,
38376,Everybody's Fine (Stanno tutti bene) (1990),Comedy|Drama,1990,tt0100681,45799,,,,,,,,,,,
38384,Hail the Conquering Hero (1944),Comedy,1944,tt0036891,36498,,,,,,,,,,,
38388,Goal! The Dream Begins (Goal!) (2005),Drama,2005,tt0380389,9763,,,,,,,,,,,
38538,Speak (2004),Drama,2004,tt0378793,15058,,,,,,,,,,,
38583,"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller,1986,tt0092240,10017,,,,,,,,,,,
38600,Factotum (2005),Drama,2005,tt0417658,10475,,,,,,,,,,,
38713,Bullets or Ballots (1936),Crime|Drama|Thriller,1936,tt0027407,27974,,,,,,,,,,,
38798,In Her Shoes (2005),Comedy|Drama,2005,tt0388125,11931,,,,,,,,,,,
38867,Freeze Frame (2004),Crime|Drama|Thriller,2004,tt0363095,12612,,,,,,,,,,,
38886,"Squid and the Whale, The (2005)",Comedy|Drama,2005,tt0367089,10707,,,,,,,,,,,
38992,Two for the Money (2005),Drama,2005,tt0417217,9910,,,,,,,,,,,
38994,Separate Lies (2005),Drama|Romance|Thriller,2005,tt0369053,38583,,,,,,,,,,,
39183,Brokeback Mountain (2005),Drama|Romance,2005,tt0388795,142,,,,,,,,,,,
39231,Elizabethtown (2005),Comedy|Drama|Romance,2005,tt0368709,9621,,,,,,,,,,,
39234,North Country (2005),Drama,2005,tt0395972,9701,,,,,,,,,,,
39292,"Good Night, and Good Luck. (2005)",Crime|Drama,2005,tt0433383,3291,,,,,,,,,,,
39307,Dreamer: Inspired by a True Story (2005),Children|Drama,2005,tt0418647,12920,,,,,,,,,,,
39369,Detective Story (1951),Crime|Drama|Film-Noir,1951,tt0043465,20853,,,,,,,,,,,
39381,"Proposition, The (2005)",Crime|Drama|Western,2005,tt0421238,16608,,,,,,,,,,,
39394,Dandelion (2004),Drama,2004,tt0338133,16430,,,,,,,,,,,
39400,"Fog, The (2005)",Action|Horror|Mystery|Thriller,2005,tt0432291,791,,,,,,,,,,,
39408,Left Behind: World at War (2005),Drama,2005,tt0443567,38828,,,,,,,,,,,
39414,Shopgirl (2005),Comedy|Drama|Romance,2005,tt0338427,2610,,,,,,,,,,,
39427,Stay (2005),Thriller,2005,tt0371257,8066,,,,,,,,,,,
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,2005,tt0386140,1656,,,,,,,,,,,
39439,God's Sandbox (Tahara) (2002),Drama,2002,tt0325478,182097,,,,,,,,,,,
39441,New York Doll (2005),Documentary,2005,tt0436629,41566,,,,,,,,,,,
39444,"Weather Man, The (2005)",Comedy|Drama,2005,tt0384680,6963,,,,,,,,,,,
39446,Saw II (2005),Horror|Thriller,2005,tt0432348,215,,,,,,,,,,,
39449,Prime (2005),Comedy|Drama|Romance,2005,tt0387514,2313,,,,,,,,,,,
39625,"Genius, Two Friends, and an Idiot, A (Trinity Is Back Again) (Un genio, due compari, un pollo) (1975)",Comedy|Western,1975,tt0073036,10915,,,,,,,,,,,
39768,Life is a Miracle (Zivot je cudo) (2004),Comedy|Drama|Musical|Romance|War,2004,tt0322420,20128,,,,,,,,,,,
39777,Tarzan the Ape Man (1932),Action|Adventure,1932,tt0023551,26845,,,,,,,,,,,
39801,"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure|Comedy|Fantasy|Horror,2005,tt0425661,42000,,,,,,,,,,,
39869,Manderlay (2005),Drama,2005,tt0342735,1951,,,,,,,,,,,
39886,Nine Lives (2005),Drama,2005,tt0420015,16022,,,,,,,,,,,
39896,South Central (1992),Action|Crime|Drama,1992,tt0105450,23196,,,,,,,,,,,
40010,Duck Season (Temporada de patos) (2004),Comedy,2004,tt0407246,34207,,,,,,,,,,,
40033,"Adventures of Prince Achmed, The (Abenteuer des Prinzen Achmed, Die) (1926)",Adventure|Animation|Fantasy|Romance,1926,tt0015532,19354,,,,,,,,,,,
40148,Revolver (2005),Crime|Drama|Thriller,2005,tt0365686,10851,,,,,,,,,,,
40278,Jarhead (2005),Action|Drama|War,2005,tt0418763,25,,,,,,,,,,,
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,2005,tt0371606,9982,,,,,,,,,,,
40412,Dead Man's Shoes (2004),Crime|Thriller,2004,tt0419677,12877,,,,,,,,,,,
40414,Joyeux Noël (Merry Christmas) (2005),Drama|War,2005,tt0424205,11661,,,,,,,,,,,
40422,"Count Dracula (Nachts, wenn Dracula erwacht) (1970)",Horror|Mystery,1970,tt0065569,5620,,,,,,,,,,,
40457,"House That Dripped Blood, The (1971)",Horror|Mystery,1971,tt0065854,39261,,,,,,,,,,,
40467,"Gorgon, The (1964)",Fantasy|Horror|Mystery,1964,tt0058155,28667,,,,,,,,,,,
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama,1990,tt0098532,7974,,,,,,,,,,,
40574,Get Rich or Die Tryin' (2005),Action|Crime|Drama,2005,tt0430308,10060,,,,,,,,,,,
40578,Sword of the Beast (Kedamono no ken) (1965),Action|Drama,1965,tt0200768,46917,,,,,,,,,,,
40581,Just Friends (2005),Comedy|Romance,2005,tt0433400,10033,,,,,,,,,,,
40583,Syriana (2005),Drama|Thriller,2005,tt0365737,231,,,,,,,,,,,
40586,Calamari Union (1985),Comedy,1985,tt0087020,59388,,,,,,,,,,,
40614,Derailed (2005),Drama|Thriller,2005,tt0398017,8999,,,,,,,,,,,
40629,Pride & Prejudice (2005),Drama|Romance,2005,tt0414387,4348,,,,,,,,,,,
40723,Wolf Creek (2005),Crime|Horror|Thriller,2005,tt0416315,9885,,,,,,,,,,,
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller,2005,tt0435625,9392,,,,,,,,,,,
40755,Forty Guns (1957),Drama|Western,1957,tt0050407,14837,,,,,,,,,,,
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,2005,tt0330373,674,,,,,,,,,,,
40817,Dinner with Friends (2001),Comedy|Drama,2001,tt0271461,24625,,,,,,,,,,,
40819,Walk the Line (2005),Drama|Musical|Romance,2005,tt0358273,69,,,,,,,,,,,
40826,Rent (2005),Drama|Musical|Romance,2005,tt0294870,1833,,,,,,,,,,,
40851,Zathura (2005),Action|Adventure|Children|Fantasy,2005,tt0406375,6795,,,,,,,,,,,
40870,C.R.A.Z.Y. (2005),Drama,2005,tt0401085,11421,,,,,,,,,,,
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical,2005,tt0422528,16156,,,,,,,,,,,
40952,Bee Season (2005),Drama,2005,tt0387059,24618,,,,,,,,,,,
40955,Breakfast on Pluto (2005),Comedy|Drama,2005,tt0411195,1420,,,,,,,,,,,
40959,"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller,2005,tt0400525,9005,,,,,,,,,,,
40962,"Yours, Mine and Ours (2005)",Comedy|Romance,2005,tt0443295,13499,,,,,,,,,,,
40966,"Libertine, The (2004)",Drama,2004,tt0375920,7548,,,,,,,,,,,
40973,"Wild Geese, The (1978)",Action|Adventure|Drama|War,1978,tt0078492,7010,,,,,,,,,,,
40988,Hondo (1953),Western,1953,tt0045883,6529,,,,,,,,,,,
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",Crime|Horror|Mystery|Thriller,1970,tt0065143,20345,,,,,,,,,,,
41058,Gate of Flesh (Nikutai no mon) (1964),Drama,1964,tt0058409,86666,,,,,,,,,,,
41136,"Driver, The (1978)",Action|Crime|Film-Noir,1978,tt0077474,2153,,,,,,,,,,,
41226,Sounder (1972),Drama,1972,tt0069303,42489,,,,,,,,,,,
41285,Match Point (2005),Crime|Drama|Romance,2005,tt0416320,116,,,,,,,,,,,
41411,"Deep, The (1977)",Adventure|Horror|Mystery|Thriller,1977,tt0075925,20416,,,,,,,,,,,
41527,Paradise Now (2005),Crime|Drama|Thriller|War,2005,tt0445620,67,,,,,,,,,,,
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,2005,tt0363771,411,,,,,,,,,,,
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,2005,tt0360717,254,,,,,,,,,,,
41571,Memoirs of a Geisha (2005),Drama|Romance,2005,tt0397535,1904,,,,,,,,,,,
41573,"Family Stone, The (2005)",Comedy|Drama|Romance,2005,tt0356680,9043,,,,,,,,,,,
41575,"Promise, The (Wu ji) (2005)",Action|Drama|Fantasy,2005,tt0417976,2008,,,,,,,,,,,
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action|Drama,1967,tt0061847,27031,,,,,,,,,,,
41688,Cowards Bend the Knee (a.k.a. The Blue Hands) (2003),Drama|Romance,2003,tt0346800,17595,,,,,,,,,,,
41716,"Matador, The (2005)",Comedy|Drama|Thriller,2005,tt0365485,9515,,,,,,,,,,,
41721,Look Both Ways (2005),Drama|Romance,2005,tt0382806,16151,,,,,,,,,,,
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary,2005,tt0473107,29595,,,,,,,,,,,
41769,Mozart and the Whale (2005),Comedy|Drama|Romance,2005,tt0392465,23478,,,,,,,,,,,
41812,Knute Rockne All American (1940),Drama,1940,tt0032676,43812,,,,,,,,,,,
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama,2006,tt0419294,8053,,,,,,,,,,,
41889,Lili (1953),Drama|Musical|Romance,1953,tt0046000,43350,,,,,,,,,,,
41997,Munich (2005),Action|Crime|Drama|Thriller,2005,tt0408306,612,,,,,,,,,,,
42002,"Producers, The (2005)",Comedy|Musical,2005,tt0395251,9899,,,,,,,,,,,
42004,Transamerica (2005),Adventure|Comedy|Drama,2005,tt0407265,546,,,,,,,,,,,
42007,Rumor Has It... (2005),Comedy|Drama|Romance,2005,tt0398375,2800,,,,,,,,,,,
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy,2005,tt0452598,9641,,,,,,,,,,,
42011,Fun with Dick and Jane (2005),Comedy|Crime,2005,tt0369441,7552,,,,,,,,,,,
42013,"Ringer, The (2005)",Comedy,2005,tt0267891,9927,,,,,,,,,,,
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance,2005,tt0402894,9681,,,,,,,,,,,
42018,Mrs. Henderson Presents (2005),Comedy|Drama,2005,tt0413015,10773,,,,,,,,,,,
42094,"Spirit of the Beehive, The (Espíritu de la colmena, El) (1973)",Drama|Horror|Mystery,1973,tt0070040,4495,,,,,,,,,,,
42152,Interrogation (Przesluchanie) (1989),Crime|Drama|Thriller,1989,tt0084548,18614,,,,,,,,,,,
42163,Richard Pryor: Live in Concert (1979),Comedy|Documentary,1979,tt0079807,22975,,,,,,,,,,,
42172,Kevin & Perry Go Large (2000),Comedy,2000,tt0205177,10597,,,,,,,,,,,
42197,Keeping Mum (2005),Comedy|Crime,2005,tt0444653,9687,,,,,,,,,,,
42213,"Goodnight, Mister Tom (1999)",Drama,1999,tt0175680,20546,,,,,,,,,,,
42217,Late Spring (Banshun) (1949),Drama,1949,tt0041154,20530,,,,,,,,,,,
42385,Yamakasi - Les samouraïs des temps modernes (2001),Action|Crime|Drama,2001,tt0267129,6935,,,,,,,,,,,
42418,"New World, The (2005)",Adventure|Drama|Romance,2005,tt0402399,11400,,,,,,,,,,,
42518,Christmas in Connecticut (1945),Comedy|Romance,1945,tt0037595,13669,,,,,,,,,,,
42559,Samurai Assassin (Samurai) (1965),Action|Adventure|Drama,1965,tt0059673,79406,,,,,,,,,,,
42584,We All Loved Each Other So Much (C'eravamo tanto amati) (1974),Comedy|Drama,1974,tt0075793,42269,,,,,,,,,,,
42591,A.K. (1985),Documentary,1985,tt0088658,37525,,,,,,,,,,,
42602,"Boys of Baraka, The (2005)",Documentary,2005,tt0444608,38785,,,,,,,,,,,
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller,2005,tt0451094,4550,,,,,,,,,,,
42638,Grand Theft Parsons (2003),Comedy|Drama,2003,tt0338075,16433,,,,,,,,,,,
42681,49th Parallel (1941),Adventure|Drama|Thriller|War,1941,tt0033627,21735,,,,,,,,,,,
42698,Yesterday (2004),Drama,2004,tt0419279,6934,,,,,,,,,,,
42718,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,2004,tt0414852,10045,,,,,,,,,,,
42721,BloodRayne (2005),Action|Fantasy,2005,tt0383222,168705,,,,,,,,,,,
42723,Hostel (2005),Horror,2005,tt0450278,1690,,,,,,,,,,,
42725,Grandma's Boy (2006),Comedy,2006,tt0456554,9900,,,,,,,,,,,
42728,Tristan & Isolde (2006),Drama|Romance,2006,tt0375154,9044,,,,,,,,,,,
42730,Glory Road (2006),Drama,2006,tt0385726,9918,,,,,,,,,,,
42732,Last Holiday (2006),Comedy,2006,tt0408985,17379,,,,,,,,,,,
42734,Hoodwinked! (2005),Animation|Children|Comedy,2005,tt0443536,10982,,,,,,,,,,,
42738,Underworld: Evolution (2006),Action|Fantasy|Horror,2006,tt0401855,834,,,,,,,,,,,
42761,Casper Meets Wendy (1998),Adventure|Children|Comedy|Fantasy,1998,tt0140883,39345,,,,,,,,,,,
42783,Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv) (1964),Drama|Romance,1964,tt0058642,26782,,,,,,,,,,,
42794,Buried Alive (1990),Film-Noir|Horror|Thriller,1990,tt0099188,37865,,,,,,,,,,,
42856,Seance (Kôrei) (2000),Drama|Horror|Thriller,2000,tt0259388,27742,,,,,,,,,,,
42900,Cul-de-sac (1966),Comedy|Crime|Drama|Thriller,1966,tt0060268,4772,,,,,,,,,,,
42943,Revolution (1985),Adventure|Drama|War,1985,tt0089913,12701,,,,,,,,,,,
42946,Project A ('A' gai waak) (1983),Action|Comedy,1983,tt0085127,21519,,,,,,,,,,,
42958,Little Manhattan (2005),Children|Comedy|Romance,2005,tt0412922,16553,,,,,,,,,,,
43007,Vinci (2004),Comedy|Crime,2004,tt0425622,39788,,,,,,,,,,,
43009,"Ordeal, The (Calvaire) (2004)",Drama|Horror,2004,tt0407621,12517,,,,,,,,,,,
43014,"Quatermass Xperiment, The (1955)",Horror|Mystery|Sci-Fi|Thriller,1955,tt0049646,24580,,,,,,,,,,,
43039,Inside Daisy Clover (1965),Drama,1965,tt0059314,49683,,,,,,,,,,,
43177,Over the Edge (1979),Crime|Drama,1979,tt0079688,23957,,,,,,,,,,,
43267,On Probation (Tiempo de Valientes) (2005),Action|Comedy,2005,tt0462570,78237,,,,,,,,,,,
43333,Water (2005),Drama|Romance,2005,tt0240200,7509,,,,,,,,,,,
43351,"Temptations, The (1998)",Drama|Musical,1998,tt0164292,24269,,,,,,,,,,,
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War,2005,tt0426578,2117,,,,,,,,,,,
43396,"World's Fastest Indian, The (2005)",Drama,2005,tt0412080,9912,,,,,,,,,,,
43415,As Tears Go By (Wong gok ka moon) (1988),Crime|Drama,1988,tt0096461,24163,,,,,,,,,,,
43419,Bandidas (2006),Action|Comedy|Crime|Western,2006,tt0416496,1969,,,,,,,,,,,
